relacionada_ma,classificacao_ambientalismo,id,casa,proposicao,sigla_tipo,numero,ano,ementa,tema,autor,link
NA,Neutro,2259950,camara,PL 4177/2020,PL,4177,2020,"Altera a Lei nº 8.036, de 11 de maio de 1990, para permitir a movimentação da conta vinculada do trabalhador no Fundo de Garantia do Tempo de Serviço (FGTS) para a aquisição de imóveis inscritos em regime de ocupação ou aforamento nos demais entes da Federação.",Estrutura Fundiária,Nereu Crispim,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2259950
NA,Neutro,2260971,camara,MPV 996/2020,MPV,996,2020,"Institui o Programa Casa Verde e Amarela  NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",Estrutura Fundiária,Poder Executivo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971
NA,Negativo,2261996,camara,PL 4447/2020,PL,4447,2020,"Altera a Lei nº 13.465 de 11 de julho de 2017, que trata da regularização fundiária rural e urbana.",Estrutura Fundiária,Daniel Freitas,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2261996
NA,Neutro,2262079,camara,PDL 391/2020,PDL,391,2020,"Susta os efeitos da Portaria nº 493, de 1º de setembro de 2020, “Autoriza o emprego da Força Nacional de Segurança Pública - FNSP, em apoio ao Ministério da Agricultura, Pecuária e Abastecimento, nos Municípios de Prado e Mucuri, no Estado da Bahia”.",Estrutura Fundiária,Afonso Florence; Beto Faro; Célio Moura; Enio Verri; Erika Kokay; Frei Anastacio Ribeiro; João Daniel; José Guimarães; Marcon; Nilto Tatto; Padre João; Patrus Ananias; Paulão; Paulo Teixeira; Pedro Uczai; Valmir Assunção,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2262079
NA,Neutro,2262862,camara,PL 4566/2020,PL,4566,2020,"Institui, para os Municípios, 
compensação financeira pela disposição de área em seus respectivos territórios, em favor 
da União.",Estrutura Fundiária,José Nelto,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2262862
NA,Negativo,2266086,camara,PL 5386/2020,PL,5386,2020,Dispõe sobre o direito de realocação de não índios ocupantes de terras tradicionalmente ocupadas por índios.,Estrutura Fundiária,Nelson Barbudo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2266086
NA,Neutro,2266183,camara,PL 5409/2020,PL,5409,2020,"Altera os parágrafos 1º, 2º e 3º do Art. 15-A do Decreto-Lei nº 3.365, de 1941, que dispõe sobre desapropriações por utilidade pública.",Estrutura Fundiária,Reinhold Stephanes Junior,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2266183
NA,Positivo,2267563,camara,PDL 564/2020,PDL,564,2020,"Susta os efeitos do Decreto Nº 10.576, de 14 de dezembro de 2020, que “Dispõe sobre a cessão de uso de espaços físicos em corpos d’água de domínio da União para a prática da aquicultura.”","Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Airton Faleiro; Carlos Veras; Célio Moura; Enio Verri; Frei Anastacio Ribeiro; João Daniel; José Guimarães; Marcon; Nilto Tatto; Padre João; Patrus Ananias; Rogério Correia; Valmir Assunção,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267563
NA,Neutro,2267589,camara,PL 5580/2020,PL,5580,2020,Dispõe sobre o exercício da profissão de adestrador de animais e dá outras providências.,Meio Ambiente e Desenvolvimento Sustentável,Bozzella,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267589
NA,Neutro,2267731,camara,PDL 568/2020,PDL,568,2020,"Aprova o texto da Decisão Ministerial sobre Competição nas Exportações (WT/MIN(15)/45*WT/U980), acordada pelos estados membros na 10· Conferência Ministerial da Organização Mundial do Comércio (OMC), em 19 de dezembro de 2015, na cidade de Nairóbi.","Agricultura, Pecuária, Pesca e Extrativismo",Comissão de Relações Exteriores e de Defesa Nacional,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267731
NA,Neutro,2267793,camara,PL 5603/2020,PL,5603,2020,Declara a raça canina Fila Brasileiro patrimônio cultural e genético do Brasil.,Meio Ambiente e Desenvolvimento Sustentável,Paulo Bengtson,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267793
NA,Neutro,2267803,camara,PL 5605/2020,PL,5605,2020,Declara a raça canina Rastreador-brasileiro patrimônio cultural e genético do Brasil.,Meio Ambiente e Desenvolvimento Sustentável,Paulo Bengtson,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267803
NA,Neutro,2267804,camara,PL 5606/2020,PL,5606,2020,Institui o dia 23 de outubro como o Dia Nacional dos Aquaristas.,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Paulo Bengtson,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267804
NA,Neutro,2267805,camara,PL 5607/2020,PL,5607,2020,Institui o dia 5 de outubro como o Dia Nacional dos Passaricultores.,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Paulo Bengtson,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267805
NA,Neutro,2267806,camara,PL 5608/2020,PL,5608,2020,Institui o dia 5 de novembro como o Dia Nacional dos Adestradores de Animais.,Meio Ambiente e Desenvolvimento Sustentável,Paulo Bengtson,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267806
NA,Neutro,2267896,camara,PL 5625/2020,PL,5625,2020,"Dispõe sobre a isenção do IPI para os veículos com tração nas quatro rodas, quando adquiridos por pessoa física residente em zona rural.","Agricultura, Pecuária, Pesca e Extrativismo",Fausto Pinato,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267896
NA,Neutro,2268070,camara,PL 2963/2019,PL,2963,2019,"Regulamenta o art. 190 da Constituição Federal para dispor sobre a aquisição e o exercício de qualquer modalidade de posse, inclusive o arrendamento, de propriedades rurais por pessoas físicas ou jurídicas estrangeiras.",Estrutura Fundiária,Senado Federal - Irajá,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2268070
Sim,Positivo,140760,senado,PRS 5/2020,PRS,5,2020,"Institui, no âmbito do Senado Federal, a Comenda Marechal Cândido Rondon, destinada a homenagear personalidades que tenham oferecido contribuição relevante no campo do indigenismo, do ambientalismo e do pacifismo no Brasil.",Nao especificado,Luiz Pastore MDB / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/140760
Sim,Positivo,141238,senado,PRS 12/2020,PRS,12,2020,Institui o Grupo Parlamentar do Parlamento Amazônico.,Nao especificado,Nelsinho Trad PSD / MS,https://www25.senado.leg.br/web/atividade/materias/-/materia/141238
Sim,Positiva: estimula a preservação de vegetação nativa como forma de concessão de benefícios fiscais.,135609,senado,PEC 13/2019,PEC,13,2019,"Altera o art. 156 da Constituição Federal, para estabelecer critérios ambientais para a cobrança do Imposto sobre Propriedade Predial e Territorial Urbana e desonerar a parcela do imóvel com vegetação nativa.",Meio ambiente,Plínio Valério PSDB / AM e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/135609
Sim,Positivo - Convertido em Resolução do Senado (02/2019),135464,senado,PRS 13/2019,PRS,13,2019,"Autoriza o Município de Fortaleza, situado no Estado do Ceará, a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto ao Banco Internacional para Reconstrução e Desenvolvimento (BIRD), no valor de até US$ 73.300.000,00 (setenta e três milhões e trezentos mil dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/135464
Sim,Neutro,135602,senado,PRS 19/2019,PRS,19,2019,Cria a Frente Parlamentar Mista para defesa dos Estados do Nordeste.,Nao especificado,Weverton PDT / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/135602
Sim,Positivo - Convertido em Resolução do Senado (3/2020),142024,senado,PRS 22/2020,PRS,22,2020,"Autoriza o Município de São Bernardo do Campo, situado no Estado de São Paulo, a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto à Corporação Andina de Fomento (CAF), no valor de até US$ 80.000.000,00 (oitenta milhões de dólares dos Estados Unidos da América).",Nao especificado,Major Olimpio PSL / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/142024
Sim,Positivo,142971,senado,PEC 24/2020,PEC,24,2020,"Altera o art. 225 da Constituição Federal para incluir, entre as incumbências do Poder Público, o estímulo a práticas de pagamento por serviços ambientais e a oferta de incentivos para a geração de empregos e formação de recursos humanos em atividades que contribuam para a qualidade ambiental.",Meio ambiente,Jaques Wagner PT / BA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/142971
Sim,Positivo - Convertido em Resolução do Senado (6/2020),142794,senado,PRS 24/2020,PRS,24,2020,"Autoriza o Município de Mogi das Cruzes (SP) a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com a Corporação Andina de Fomento (CAF), no valor de até US$ 69.439.000,00 (sessenta e nove milhões, quatrocentos e trinta e nove mil dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/142794
Sim,Negativo,135165,senado,PDL 25/2019,PDL,25,2019,"Exclui da Área Indígena WAIMIRIATROARI o leito da BR 174, no Estado de Roraima.",Nao especificado,Mecias de Jesus REPUBLICANOS / RR,https://www25.senado.leg.br/web/atividade/materias/-/materia/135165
Sim,Neutra,135858,senado,PRS 27/2019,PRS,27,2019,Cria a Frente Parlamentar Mista para defesa do Consórcio Interestadual de Desenvolvimento Sustentável do Nordeste – (Consórcio Nordeste),Nao especificado,Weverton PDT / MA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/135858
Sim,Negativo: exclui sem determinar compensação pela redução da a´rea.,135175,senado,PDL 28/2019,PDL,28,2019,"Exclui da Terra Indígena São Marcos a área urbana da sede do Município de Pacaraima, no Estado de Roraima.",Nao especificado,Mecias de Jesus REPUBLICANOS / RR,https://www25.senado.leg.br/web/atividade/materias/-/materia/135175
Sim,Positivo - Convertido em Resolução do Senado (05/2019),136423,senado,PRS 37/2019,PRS,37,2019,"Autoriza o Município de Camaçari (BA) a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com a Corporação Andina de Fomento (CAF), no valor de até US$ 80.000.000,00 (oitenta milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/136423
Sim,Positivo - Convertido em Resolução do Senado (07/2019),136596,senado,PRS 41/2019,PRS,41,2019,"Autoriza o Município de Vitória, situado no Estado do Espírito Santo, a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto ao Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 100.000.000,00 (cem milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/136596
Sim,Positivo,136879,senado,PRS 49/2019,PRS,49,2019,"Institui, no âmbito do Senado Federal, o Diploma Paul Singer.",Nao especificado,Jaques Wagner PT / BA,https://www25.senado.leg.br/web/atividade/materias/-/materia/136879
Sim,Positivo - Convertido em Resolução do Senado (14/2020),137065,senado,PRS 52/2019,PRS,52,2019,Dispõe sobre a criação da campanha “Junho Verde” para conscientização sobre a importância da preservação do meio ambiente.,Nao especificado,Fabiano Contarato REDE / ES e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/137065
Sim,Negativo,140895,senado,PDL 67/2020,PDL,67,2020,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, a Portaria nº 50, de 21 de janeiro de 2016, do Ministério da Justiça/Fundação Nacional do Índio, e a Portaria nº 17, de 9 de janeiro de 2019, do Ministério da Mulher, da Família e dos Direitos Humanos/Fundação Nacional do Índio/Diretoria de Proteção Territorial.",Nao especificado,Zequinha Marinho PSC / PA,https://www25.senado.leg.br/web/atividade/materias/-/materia/140895
Sim,Negativo: precariza o licenciamento ambintal criando a figura da licença ambiental tácita.,135796,senado,PLP 71/2019,PLP,71,2019,"Altera o art. 14 da Lei Complementar Nº 140, de 8 de dezembro de 2011, para dispor sobre os prazos estabelecidos para tramitação dos processos de licenciamento ambiental.",Meio ambiente,Marcio Bittar MDB / AC,https://www25.senado.leg.br/web/atividade/materias/-/materia/135796
Sim,Positivo - Convertido em Resolução do Senado (12/2019),138549,senado,PRS 84/2019,PRS,84,2019,"Autoriza o Estado de Mato Grosso a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com o Banco Internacional para Reconstrução e Desenvolvimento (BIRD), no valor de até US$ 250.000.000,00 (duzentos e cinquenta milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/138549
Sim,Positivo,138552,senado,PRS 85/2019,PRS,85,2019,"Institui o Prêmio Chico Mendes do Senado Federal, a ser conferido anualmente a matérias jornalísticas que tratem da preservação do Meio Ambiente.",Nao especificado,Fabiano Contarato REDE / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/138552
Sim,Positivo,141084,senado,PDL 85/2020,PDL,85,2020,"Susta a Instrução Normativa nº 7, de 21 de Fevereiro de 2020 do Instituto Brasileiro do Meio Ambiente e do Recursos Naturais Renováveis (IBAMA) que estabelece controle a posteriori para a exportação de madeiras, indicadas no Anexo II.",Nao especificado,Rogério Carvalho PT / SE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/141084
Sim,positivo,140489,senado,PL 90/2020,PL,90,2020,Proíbe a produção e a comercialização de qualquer produto alimentício obtido por meio de método de alimentação forçada de animais.,Meio ambiente,Eduardo Girão PODEMOS / CE,https://www25.senado.leg.br/web/atividade/materias/-/materia/140489
Sim,Positivo - Convertido em Resolução do Senado (24/2019),139111,senado,PRS 100/2019,PRS,100,2019,"Autoriza a concessão de garantia da República Federativa do Brasil à operação de crédito externo a ser contratada pela Companhia de
Saneamento Básico do Estado de São Paulo (Sabesp) junto ao Banco Internacional para Reconstrução e Desenvolvimento (BIRD) no valor de até US$ 250.000.000,00 (duzentos e cinquenta milhões de dólares dos Estados
Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/139111
Sim,Positivo,140530,senado,PL 135/2020,PL,135,2020,"Altera a Lei nº 12.651, de 25 de maio de 2012 (Código Florestal), para estabelecer que áreas rurais com floresta nativa submetidas a queimadas ilegais serão destinadas a reflorestamento.",Meio ambiente,Jorge Kajuru CIDADANIA / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/140530
Sim,Positivo,140541,senado,PL 145/2020,PL,145,2020,"Proíbe, em todo o território nacional, a utilização, a fabricação, a importação, a comercialização e a distribuição de sacolas para o acondicionamento e o transporte de mercadorias que contenham, em sua composição, polímeros plásticos.",Meio ambiente,Ciro Nogueira PP / PI,https://www25.senado.leg.br/web/atividade/materias/-/materia/140541
Sim,positivo,140314,senado,PL 149/2019,PL,149,2019,"Institui a Política Nacional de Incentivo à Agricultura e Pecuária de Precisão para ampliação da eficiência na aplicação de recursos e insumos de produção, de forma a diminuir o desperdício, reduzir os custos de produção, aumentar a produtividade e a lucratividade, bem como garantir a sustentabilidade ambiental, social e econômica.","Agricultura, pecuária e abastecimento",Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140314
