orientacao_ma,is_nominal,nome_proposicao,ementa_proposicao,obj_votacao,resumo,data,autor,tema,uri_tramitacao,id_proposicao,id_votacao,casa
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 6; não: 280; total: 286.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-30,camara
NA,1,PL 5191/2020,"Instituí os Fundos de Investimento para o Setor Agropecuário - FIAGRO

NOVA EMENTA: Altera a Lei nº 8.668, de 25 de junho de 1993, para instituir os Fundos de Investimento nas Cadeias Produtivas Agroindustriais (Fiagro), e a Lei nº 11.033, de 21 de dezembro de 2004; e dá outras providências.","Votação do DTQ 1: PT: Destaque, com vistas à rejeição, do inciso I do artigo 20-A da Lei 8.668/1992 e, por decorrência, dos §§ 1º e 2º desse mesmo artigo, nas redações dadas pelo artigo 3º do Substitutivo oferecido ao PL 5.191/2020 (art. 161, I)",Mantido o texto. Sim: 295;  não: 115; abstenção: 1; total: 411.,NA,Arnaldo Jardim - CIDADANIA/SP,"Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2265295,2265295,2265295-74,camara
NA,1,PL 5191/2020,"Instituí os Fundos de Investimento para o Setor Agropecuário - FIAGRO

NOVA EMENTA: Altera a Lei nº 8.668, de 25 de junho de 1993, para instituir os Fundos de Investimento nas Cadeias Produtivas Agroindustriais (Fiagro), e a Lei nº 11.033, de 21 de dezembro de 2004; e dá outras providências.","Votação do DTQ 3: PT: destaque, com vistas à supressão, do §5º do artigo 16-A da Lei 8.668/1992, na redação dada pelo artigo 3º do Substitutivo oferecido ao PL 5.191/2020. (art. 161, V)",Rejeitado o Destaque. Sim: 105; não: 319; total: 424.,NA,Arnaldo Jardim - CIDADANIA/SP,"Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2265295,2265295,2265295-72,camara
NA,1,PL 5191/2020,"Instituí os Fundos de Investimento para o Setor Agropecuário - FIAGRO

NOVA EMENTA: Altera a Lei nº 8.668, de 25 de junho de 1993, para instituir os Fundos de Investimento nas Cadeias Produtivas Agroindustriais (Fiagro), e a Lei nº 11.033, de 21 de dezembro de 2004; e dá outras providências.",NA,Rejeitado o Requerimento. Sim: 39; não: 364; total: 403.,NA,Arnaldo Jardim - CIDADANIA/SP,"Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2265295,2265295,2265295-61,camara
NA,1,PL 5191/2020,"Instituí os Fundos de Investimento para o Setor Agropecuário - FIAGRO

NOVA EMENTA: Altera a Lei nº 8.668, de 25 de junho de 1993, para instituir os Fundos de Investimento nas Cadeias Produtivas Agroindustriais (Fiagro), e a Lei nº 11.033, de 21 de dezembro de 2004; e dá outras providências.",NA,Rejeitado o Requerimento. Sim: 34; não: 281; total: 315.,NA,Arnaldo Jardim - CIDADANIA/SP,"Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2265295,2265295,2265295-39,camara
NA,1,PL 5191/2020,"Instituí os Fundos de Investimento para o Setor Agropecuário - FIAGRO

NOVA EMENTA: Altera a Lei nº 8.668, de 25 de junho de 1993, para instituir os Fundos de Investimento nas Cadeias Produtivas Agroindustriais (Fiagro), e a Lei nº 11.033, de 21 de dezembro de 2004; e dá outras providências.",NA,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 331; não: 107; total: 438.,NA,Arnaldo Jardim - CIDADANIA/SP,"Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2265295,2265295,2266304-9,camara
NA,1,PL 886/2020,"Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da pandemia do COVID- 19, durante o período de vigor do estado de calamidade pública no país, e dá outras providências.","REQ533/2020: Requer a urgência na tramitação e a imediata inclusão na Ordem do Dia, no Plenário da Câmara dos Deputados.",Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 397; não: 12; abstenção: 1; total: 410.,NA,"Padre João - PT/MG, João Daniel - PT/SE, Célio Moura - PT/TO, Carlos Veras - PT/PE, Joseildo Ramos - PT/BA, Professora Rosa Neide - PT/MT, Valmir Assunção - PT/BA, Zé Carlos - PT/MA, Frei Anastacio Ribeiro - PT/PB, Pedro Uczai - PT/SC, Paulo Teixeira - PT/SP, Marcon - PT/RS, Alexandre Padilha - PT/SP","Agricultura, Pecuária, Pesca e Extrativismo, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241784,2241784,2242322-7,camara
NA,1,PL 7789/2017,"Institui a Política Nacional de Desfazimento e Recondicionamento de Equipamentos Eletroeletrônicos, dispõe sobre o Programa Computadores para Inclusão e dá outras providências.

NOVA EMENTA: Institui a Política Nacional de Desfazimento e Recondicionamento de Equipamentos Eletroeletrônicos e dispõe sobre o Programa Computadores para Inclusão.","REQ7809/2017: Requeremos nos termos do artigo 155 do RICD, urgência para apreciação do Projeto de Lei nº 7.789/17, do André Amaral (PMDB/PB), que Institui a Po!itica Nacional de Desfazimento e Recondicionamento de Equipamentos Eletroeletrônicos, dispõe sobre o Programa Computadores para Inclusão e dá outras providências.",Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 318; abstenção:2; total: 320.,NA,André Amaral - PMDB/PB,Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2140342,2140342,2163986-7,camara
NA,1,PL 7779/2017,Altera o Código Penal para tipificar expressamente a transmissão irregular de lotes da Reforma Agrária.,"PAR1/0: Aprovado o Parecer, apresentou voto em separado o Deputado João Daniel..  Parecer do Relator, Dep. Celso Maldaner (MDB-SC), pela aprovação.

VTS1/0: Altera o Código Penal para tipificar expressamente a transmissão irregular de lotes da Reforma Agrária.

PRL1/0: Parecer do Relator, Dep. Celso Maldaner (MDB-SC), pela aprovação.","Aprovado o Parecer, apresentou voto em separado o Deputado João Daniel.",NA,"Comissão Parlamentar de Inquérito destinada a investigar fatos relativos à Fundação Nacional do Índio (FUNAI) e ao Instituto Nacional de Colonização e Reforma Agrária (INCRA) nos termos que especifica, Comissão Parlamentar de Inquérito destinada a investigar fatos relativos à Fundação Nacional do Índio (FUNAI) e ao Instituto Nacional de Colonização e Reforma Agrária (INCRA) nos termos que especifica","Direito Penal e Processual Penal, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2140098,2140098,2140098-34,camara
NA,1,PEC 187/2016,"Acrescenta o §8º ao art. 231 da Constituição Federal de 1988, a fim de permitir às comunidades indígenas praticar atividades agropecuárias e florestais em suas terras, bem como, comercializar aquilo que foi produzido e gerenciar sua renda.","VTS4/0: Acrescenta o §8º ao art. 231 da Constituição Federal de 1988, a fim de permitir às comunidades indígenas praticar atividades agropecuárias e florestais em suas terras, bem como, comercializar aquilo que foi produzido e gerenciar sua renda.

VTS1/0: Acrescenta o §8º ao art. 231 da Constituição Federal de 1988, a fim de permitir às comunidades indígenas praticar atividades agropecuárias e florestais em suas terras, bem como, comercializar aquilo que foi produzido e gerenciar sua renda.

PRL3/0: Parecer do Relator, Dep. Pedro Lupion (DEM-PR), pela admissibilidade desta e pela inadmissibilidade da PEC 343/2017, apensada.

VTS2/0: Voto em separado Nº 001, Dep. Luiz Albuquerque Couto (PT/PB).

PRL2/0: Parecer do Relator, Dep. Alceu Moreira (MDB-RS),  pela admissibilidade desta, e da PEC 343/2017, apensada.

VTS3/0: Acrescenta o §8º ao art. 231 da Constituição Federal de 1988, a fim de permitir às comunidades indígenas praticar atividades agropecuárias e florestais em suas terras, bem como, comercializar aquilo que foi produzido e gerenciar sua renda.

PAR1/0: Aprovado o Parecer contra os votos dos Deputados Pompeo de Mattos, Júlio Delgado, Reginaldo Lopes, Patrus Ananias, Dagoberto Nogueira, José Guimarães, Paulo Teixeira, Sergio Vidigal, Clarissa Garotinho, Gervásio Maia, Túlio Gadêlha, Margarete Coelho, Alencar Santana Braga, João H. Campos, Talíria Petrone, Joenia Wapichana, Luiz Flávio Gomes e Nelson Pellegrino e absteve-se de votar o Deputado Shéridan, apresentaram votos em separado os Deputados Luiz Couto, Luiz Couto, Talíria Petrone e Joenia Wapichana..  Parecer do Relator, Dep. Pedro Lupion (DEM-PR), pela admissibilidade desta e pela inadmissibilidade da PEC 343/2017, apensada.

VTS5/0: Voto em separado da Deputada Joenia Wapichana pela inadmissibilidade da PEC 187/16 e PEC 343/17.

PRL1/0: Parecer do Relator, Dep. Alceu Moreira (PMDB-RS), pela admissibilidade.","Aprovado o Parecer contra os votos dos Deputados Pompeo de Mattos, Júlio Delgado, Reginaldo Lopes, Patrus Ananias, Dagoberto Nogueira, José Guimarães, Paulo Teixeira, Sergio Vidigal, Clarissa Garotinho, Gervásio Maia, Túlio Gadêlha, Margarete Coelho, Alencar Santana Braga, João H. Campos, Talíria Petrone, Joenia Wapichana, Luiz Flávio Gomes e Nelson Pellegrino e absteve-se de votar a Deputada Shéridan, apresentaram votos em separado os Deputados Luiz Couto,  Talíria Petrone, Joenia Wapichana e Joenia Wapichana.",NA,Vicentinho Júnior - PSB/TO,"Agricultura, Pecuária, Pesca e Extrativismo, Direitos Humanos e Minorias",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2077621,2077621,2077621-131,camara
NA,NA,MPV 867/2018,"Altera a Lei nº 12.651, de 25 de maio de 2012, para dispor sobre a extensão do prazo para adesão ao Programa de Regularização Ambiental.

NOVA EMENTA: Altera a Lei nº 12.651, de 25 de maio de 2012, para dispor sobre o Programa de Regularização Ambiental e o Cadastro Ambiental Rural.",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Dep. Sergio Souza (MDB-PR), Relator-Revisor da Comissão Mista.",NA,"Poder Executivo, Poder Executivo","Estrutura Fundiária, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2190237,2190237,2190237-119,camara
NÃO,NA,PLP 117/2011,"Altera dispositivos da Lei Complementar nº 140, de 8 de dezembro de 2011, para dispor sobre a competência do órgão ambiental da União para lavrar auto de infração ambiental e instaurar processo administrativo para apuração de infrações à legislação ambiental cometidas na área da Amazônia, e dá outras providências.",NA,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 127/2019, por ter sido aprovado o REQ 1569/2019 => PLP 127/2019 que está apensado ao primeiro.",NA,"Poder Executivo, Poder Executivo",Meio Ambiente e Desenvolvimento Sustentável,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=531004,531004,531004-41,camara
NÃO,NA,PLP 127/2019,"Altera a Lei Complementar nº 140, de 8 de dezembro de 2011, para aperfeiçoar as regras sobre as atribuições para o licenciamento ambiental.",NA,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",NA,"Zé Silva - SOLIDARI/MG, Padre João - PT/MG, André Janones - AVANTE/MG, Léo Motta - PSL/MG, Dr. Frederico - PATRI/MG, Gilberto Abramo - PRB/MG, Igor Timo - PODE/MG, Júlio Delgado - PSB/MG, Hercílio Coelho Diniz - MDB/MG","Administração Pública, Direito Constitucional, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201537,2201537,2205046-6,camara
NÃO,NA,PLP 127/2019,"Altera a Lei Complementar nº 140, de 8 de dezembro de 2011, para aperfeiçoar as regras sobre as atribuições para o licenciamento ambiental.",NA,"Aprovado requerimento do Sr. Zé Silva que solicita urgência urgentíssima para apreciação do Projeto de Lei Complementar nº 127 de 2019, altera a Lei Complementar nº 140, de 8 de dezembro de 2011, para aperfeiçoar as regras sobre as atribuições para o licenciamento ambiental.",NA,"Zé Silva - SOLIDARI/MG, Padre João - PT/MG, André Janones - AVANTE/MG, Léo Motta - PSL/MG, Dr. Frederico - PATRI/MG, Gilberto Abramo - PRB/MG, Igor Timo - PODE/MG, Júlio Delgado - PSB/MG, Hercílio Coelho Diniz - MDB/MG","Administração Pública, Direito Constitucional, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201537,2201537,2201537-18,camara
SIM,NA,PL 18/2019,"Estabelece princípios e regras específicos para barragens destinadas à acumulação ou à disposição final ou temporária de rejeitos e resíduos industriais ou de mineração e a barragens de água ou líquidos associados a processos industriais ou de mineração, independentemente do porte e do potencial poluidor, em caráter complementar à Política Nacional de Segurança de Barragens (PNSB), instituída pela Lei Federal nº 12.334, de 20 de setembro de 2010.",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Padre João (PT-MG).",NA,"Alessandro Molon - PSB/RJ, Rosana Valle - PSB/SP, Bira do Pindaré - PSB/MA, Liziane Bayer - PSB/RS, Felipe Rigoni - PSB/ES, Danilo Cabral - PSB/PE, Rodrigo Agostinho - PSB/SP, Aliel Machado - PSB/PR, Denis Bezerra - PSB/CE, João H. Campos - PSB/PE","Energia, Recursos Hídricos e Minerais, Indústria, Comércio e Serviços, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2190446,2190446,2190446-91,camara
NA,NA,PL 18/2019,"Estabelece princípios e regras específicos para barragens destinadas à acumulação ou à disposição final ou temporária de rejeitos e resíduos industriais ou de mineração e a barragens de água ou líquidos associados a processos industriais ou de mineração, independentemente do porte e do potencial poluidor, em caráter complementar à Política Nacional de Segurança de Barragens (PNSB), instituída pela Lei Federal nº 12.334, de 20 de setembro de 2010.",Votação em turno único.,"Aprovado o Projeto de Lei n.º 2791, de 2019, ressalvado o destaque.",NA,"Alessandro Molon - PSB/RJ, Rosana Valle - PSB/SP, Bira do Pindaré - PSB/MA, Liziane Bayer - PSB/RS, Felipe Rigoni - PSB/ES, Danilo Cabral - PSB/PE, Rodrigo Agostinho - PSB/SP, Aliel Machado - PSB/PR, Denis Bezerra - PSB/CE, João H. Campos - PSB/PE","Energia, Recursos Hídricos e Minerais, Indústria, Comércio e Serviços, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2190446,2190446,2190446-88,camara
NA,NA,PL 18/2019,"Estabelece princípios e regras específicos para barragens destinadas à acumulação ou à disposição final ou temporária de rejeitos e resíduos industriais ou de mineração e a barragens de água ou líquidos associados a processos industriais ou de mineração, independentemente do porte e do potencial poluidor, em caráter complementar à Política Nacional de Segurança de Barragens (PNSB), instituída pela Lei Federal nº 12.334, de 20 de setembro de 2010.","Votação do DTQ 1: PSD: Destaque para votação do art. 17, § 2º da Lei nº 12334, de 2010, constante do art. 2º do PL 2791/19, para fins de sua supressão (art. 161, I).",Mantido o texto.,NA,"Alessandro Molon - PSB/RJ, Rosana Valle - PSB/SP, Bira do Pindaré - PSB/MA, Liziane Bayer - PSB/RS, Felipe Rigoni - PSB/ES, Danilo Cabral - PSB/PE, Rodrigo Agostinho - PSB/SP, Aliel Machado - PSB/PR, Denis Bezerra - PSB/CE, João H. Campos - PSB/PE","Energia, Recursos Hídricos e Minerais, Indústria, Comércio e Serviços, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2190446,2190446,2190446-87,camara
NA,NA,PL 18/2019,"Estabelece princípios e regras específicos para barragens destinadas à acumulação ou à disposição final ou temporária de rejeitos e resíduos industriais ou de mineração e a barragens de água ou líquidos associados a processos industriais ou de mineração, independentemente do porte e do potencial poluidor, em caráter complementar à Política Nacional de Segurança de Barragens (PNSB), instituída pela Lei Federal nº 12.334, de 20 de setembro de 2010.","Votação das Emendas do Relator de nºs 1 a 4, ressalvado o destaque.",Aprovadas as Emendas do Relator de nºs 1 a 4.,NA,"Alessandro Molon - PSB/RJ, Rosana Valle - PSB/SP, Bira do Pindaré - PSB/MA, Liziane Bayer - PSB/RS, Felipe Rigoni - PSB/ES, Danilo Cabral - PSB/PE, Rodrigo Agostinho - PSB/SP, Aliel Machado - PSB/PR, Denis Bezerra - PSB/CE, João H. Campos - PSB/PE","Energia, Recursos Hídricos e Minerais, Indústria, Comércio e Serviços, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2190446,2190446,2190446-84,camara
NA,NA,PL 18/2019,"Estabelece princípios e regras específicos para barragens destinadas à acumulação ou à disposição final ou temporária de rejeitos e resíduos industriais ou de mineração e a barragens de água ou líquidos associados a processos industriais ou de mineração, independentemente do porte e do potencial poluidor, em caráter complementar à Política Nacional de Segurança de Barragens (PNSB), instituída pela Lei Federal nº 12.334, de 20 de setembro de 2010.","Votação do DTQ 3: PT: Destaque de preferência para o PL 2791/2019 (161, IV).",Aprovado o destaque de preferência.,NA,"Alessandro Molon - PSB/RJ, Rosana Valle - PSB/SP, Bira do Pindaré - PSB/MA, Liziane Bayer - PSB/RS, Felipe Rigoni - PSB/ES, Danilo Cabral - PSB/PE, Rodrigo Agostinho - PSB/SP, Aliel Machado - PSB/PR, Denis Bezerra - PSB/CE, João H. Campos - PSB/PE","Energia, Recursos Hídricos e Minerais, Indústria, Comércio e Serviços, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2190446,2190446,2190446-81,camara
